Ho notato che la mia pressione sanguigna e frequenza cardiaca sono di 135/80 mmHg e 73 bpm.,inserDatiTot
Potresti mostrarmi tutte le mie misurazioni della pressione?,richiestaDatPress
Mostra tutte le mie misurazioni tramite un grafico?,richiestaDatTot
posso registrare i dati della mia frequenza cardiaca di questa mattina?,richiestaInsDati
Desidero consultare le mie letture della frequenza cardiaca delle ultime quattro settimane.,richiestaDatFreq
"addio, assistente! grazie per avermi fornito informazioni preziose sulla mia ipertensione.",saluti
La mia pressione sanguigna e frequenza cardiaca più recenti sono di 120/70 mmHg e 71 bpm.,inserDatiTot
"we, assistente! Spero tu possa aiutarmi oggi con la mia ipertensione.",saluti
hai mai provato a fare surf?,fuoriCont
"Ho appena controllato, la mia pressione è 140/85.",inserDatiPress
"ho appena fatto un controllo, la mia pressione è 135/85 e il mio polso è 70.",inserDatiTot
Potrei vedere tutte le misurazioni della pressione che ho registrato?,richiestaDatPress
La mia pressione sanguigna è 140/90 e la mia frequenza cardiaca è 80.,inserDatiTot
Sono Sara e ho 15 anni,inserDatiGener
Media frequenza scorsa settimana,richiestaMediaFreq
quali sono i fattori di rischio per l’osteoporosi?,fuoriContMed
Vorrei vedere tutte le informazioni che ho dato recentemente.,richiestaDatGener
"Faccio esercizio fisico regolarmente, almeno 30 minuti al giorno.",inserDatiGener
"ho appena controllato, la mia pressione è 140/85 e la mia frequenza cardiaca è 75.",inserDatiTot
Posso vedere tutte le informazioni che ho inserito?,richiestaDatGener
sono molto preoccupato per i miei livelli di pressione sanguigna.,pazienAllarmato
Vorrei rivedere l’ultimo dato sulla frequenza che ho inserito.,richiestaDatFreq
Ho registrato un valore di frequenza cardiaca di 75 bpm oggi.,inserDatiFreq
ho paura che la mia ipertensione possa causare danni ai miei reni.,pazienAllarmato
Posso avere un riassunto delle informazioni che ho fornito?,richiestaDatGener
Ho 50 anni e non bevo alcol.,inserDatiGener
non ho nervosismo per la mia ipertensione.,pazienteSereno
ho iniziato una nuova dieta ricca di frutta e verdura.,inserDatiGener
ho iniziato una nuova dieta ricca di fibre.,inserDatiGener
Qual è la mia media di pressione sanguigna e frequenza cardiaca degli ultimi sei mesi?,richiestaMediaTot
La mia pressione sanguigna è 130/80.,inserDatiPress
Mi sento bene e infatti le misurazioni lo confermano,pazienteSereno
sono molto ansioso per la mia ipertensione.,pazienAllarmato
Qual è la mia media di frequenza cardiaca del mese scorso?,richiestaMediaFreq
Qual è la mia media di pressione sanguigna dell’anno scorso?,richiestaMediaPress
Potresti mostrarmi tutte le mie misurazioni della frequenza cardiaca?,richiestaDatFreq
posso registrare i dati della mia frequenza cardiaca di ieri?,richiestaInsDati
"Ho notato che la mia frequenza cardiaca è molto bassa, è normale?",pazienAllarmato
Hai mai provato a fare yoga?,fuoriCont
La mia pressione sanguigna oggi è X/Y e la mia frequenza cardiaca è Z bpm.,inserDatiTot
La mia pressione sanguigna è 140/90 e il mio battito cardiaco è 75.,inserDatiTot
mi sento molto sereno riguardo alla mia pressione alta.,pazienteSereno
Non sono preoccupato per la mia pressione alta.,pazienteSereno
Potrei controllare le misurazioni che ho registrato nelle ultime 4 settimane?,richiestaDatTot
Posso avere un elenco di tutte le informazioni che ho fornito recentemente?,richiestaDatGener
Potrei controllare tutte le misurazioni che ho registrato?,richiestaDatTot
Potrei controllare le ultime misurazioni della frequenza cardiaca che ho registrato negli ultimi sette giorni?,richiestaDatFreq
hai mai visitato la torre eiffel?,fuoriCont
Ho appena fatto una lettura e la mia pressione sanguigna e frequenza cardiaca sono di 125/80 mmHg e 72 bpm.,inserDatiTot
"ho appena fatto un controllo, il mio polso è 70.",inserDatiFreq
Qual è il tuo poeta preferito?,fuoriCont
Qual è stata l'ultima misurazione sulla frequenza cardiaca?,richiestaDatFreq
Posso vedere un riassunto di tutte le informazioni che ho fornito?,richiestaDatGener
"Mi sento molto male, cosa dovrei fare?",pazienAllarmato
Potrei controllare tutte le misurazioni della frequenza cardiaca che ho registrato?,richiestaDatFreq
come l’esercizio fisico può aiutare a gestire l’ipertensione?,spiegazioni
Vorrei dare un’occhiata a tutte le letture che ho inserito.,richiestaDatTot
"Ho appena fatto un controllo, la mia pressione è 135/85 e il mio polso è 70.",inserDatiTot
Vorrei vedere un riepilogo dei miei dati personali.,richiestaDatGener
Ho notato che la mia pressione sanguigna scende quando mi rilasso.,inserDatiGener
Desidero visualizzare i miei dati sulla pressione dell’ultima settimana.,richiestaDatPress
Qual è la mia media di pressione sanguigna delle ultime due settimane?,richiestaMediaPress
la mia pressione sanguigna è 140/90 e la mia frequenza cardiaca è 80 battiti al minuto.,inserDatiTot
Come viene diagnosticata l’ipertensione?,spiegazioni
"Se ho un paziente iperteso, aumenta molto il mio rischio di sviluppare ipertensione?",spiegazioni
Mostra in un grafico le misurazioni della frequenza cardiaca dell’ultimo mese,richiestaDatFreq
Sai che oggi ho visto un film molto bello?,fuoriCont
Desidero consultare le mie letture della pressione dell’ultimo mese.,richiestaDatPress
La mia pressione sanguigna attuale è di 140/85 mmHg.,inserDatiPress
Sono riuscito a fare una lunga passeggiata oggi senza affaticarmi.,pazienteSereno
Vorrei vedere un elenco di tutte le informazioni che ho fornito.,richiestaDatGener
posso registrare i dati della mia frequenza cardiaca di domani?,richiestaInsDati
Sono un fumatore,inserDatiGener
Non ho ansia per la mia pressione alta.,pazienteSereno
Mi piacerebbe controllare l’ultima lettura del battito cardiaco che ho registrato.,richiestaDatFreq
"no, non hai capito",saluti
dimmi le regole per misurare correttamente la pressione,spiegazioni
"Ho appena controllato, la mia pressione è 140/85 e la mia frequenza cardiaca è 75.",inserDatiTot
Mi piacerebbe esaminare i dati più recenti sulla pressione che ho registrato.,richiestaDatPress
ho smesso di bere bevande energetiche da un mese.,inserDatiGener
ho paura che la mia ipertensione possa causare problemi di respirazione.,pazienAllarmato
"Ho appena fatto un controllo, il mio polso è 70.",inserDatiFreq
Potrei controllare le ultime misurazioni della frequenza cardiaca che ho registrato nell’ultimo mese?,richiestaDatFreq
sono molto ansioso per i miei livelli di pressione sanguigna.,pazienAllarmato
hai mai visitato il museo del louvre?,fuoriCont
La mia pressione sanguigna oggi è X/Y.,inserDatiPress
"ciao, assistente! sono pronto per un altro giorno di gestione della mia ipertensione.",saluti
posso registrare i dati della mia frequenza cardiaca dell’anno scorso?,richiestaInsDati
Sono molto rilassato riguardo alla mia ipertensione.,pazienteSereno
come posso prevenire l’ipertensione?,spiegazioni
Posso registrare i dati della mia frequenza cardiaca di questa mattina?,richiestaInsDati
Quali sono i sintomi della depressione?,fuoriContMed
"Mi si è rotta l'auto, cosa posso fare?",fuoriCont
Potrei controllare tutte le misurazioni della pressione che ho registrato?,richiestaDatPress
Hola,saluti
120 80 75,inserDatiTot
come il diabete può influenzare l’ipertensione?,spiegazioni
quale è il tuo romanzo preferito?,fuoriCont
Vorrei vedere tutte le informazioni che ho condiviso in passato.,richiestaDatGener
la mia pressione sanguigna è 130/85 e il mio battito cardiaco è 70.,inserDatiTot
Ho avuto un attacco di panico ieri sera.,inserDatiGener
come l’esercizio fisico può aiutare a gestire il mio diabete?,fuoriContMed
Media frequenza ultimi 30 giorni,richiestaMediaFreq
ho iniziato a fare yoga per aiutare a gestire lo stress.,inserDatiGener
Ho avuto un episodio di vertigini questa mattina.,inserDatiGener
La mia pressione oggi è 120/80.,inserDatiPress
Vorrei vedere un riepilogo di tutte le informazioni che ho inserito finora.,richiestaDatGener
hai mai provato a fare immersioni?,fuoriCont
Desidero visualizzare le mie letture dell’ultima settimana.,richiestaDatTot
ho paura che la mia pressione alta possa causare problemi di appetito.,pazienAllarmato
Desidero consultare le mie letture più recenti.,richiestaDatTot
Potrei vedere le ultime misurazioni della pressione che ho registrato?,richiestaDatPress
Sono contento di dirti che la mia pressione sanguigna è rimasta entro i limiti normali per tutto il mese.,pazienteSereno
"arrivederci, assistente! grazie per avermi aiutato a gestire la mia ipertensione oggi.",saluti
sono molto calmo riguardo alla mia pressione alta.,pazienteSereno
Posso inserire i dati della mia pressione sanguigna di ieri?,richiestaInsDati
Dammi i dati dell'ultimo mese,richiestaDatTot
Qual è la mia media di frequenza cardiaca di ieri?,richiestaMediaFreq
Media frequenza,richiestaMediaFreq
Il mio amico sta male,fuoriContMed
ultima misurazione della frequenza cardiaca,richiestaDatFreq
Media frequenza ultime tre settimane,richiestaMediaFreq
Desidero visualizzare tutti i miei dati sulla frequenza.,richiestaDatFreq
Potresti spiegarmi come l’ipertensione può influenzare la mia salute?,spiegazioni
qual è la mia pressione media dell'ultimo mese?,richiestaMediaPress
Vorrei vedere un riepilogo di tutte le informazioni che ho inserito recentemente.,richiestaDatGener
Ho iniziato a prendere un nuovo farmaco per l’ipertensione.,inserDatiGener
Posso avere un elenco di tutte le informazioni che ho inserito finora?,richiestaDatGener
Dammi il grafico con andamento di pressione arteriosa nell'ultimo mese,richiestaDatPress
Ho notato che la mia frequenza è di 73 bpm.,inserDatiFreq
Mi piacerebbe esaminare le letture che ho registrato nell’ultimo mese.,richiestaDatTot
Si è rotto il ginocchio,fuoriContMed
cosa causa l’ipertensione?,spiegazioni
come la razza può influenzare il mio rischio di malattie cardiache?,fuoriContMed
Forniscimi i dati della pressione sanguigna?,richiestaDatPress
Hai mai provato a fare paracadutismo?,fuoriCont
Dammi l'ultimo dato sulla frequenza cardiaca,richiestaDatFreq
Posso vedere la media delle mie misurazioni degli ultimi 30 giorni?,richiestaMediaTot
Mi piacerebbe esaminare tutti i dati sulla pressione che ho registrato.,richiestaDatPress
Mi piacerebbe controllare i dati che ho registrato nell’ultima settimana.,richiestaDatTot
Posso aggiungere i dati della mia pressione sanguigna di questa settimana?,richiestaInsDati
Posso avere un elenco di tutte le informazioni che ho inserito?,richiestaDatGener
Sono rilassato e la mia pressione sanguigna è rimasta costante per tutta la settimana.,pazienteSereno
Media frequenza ultimi sei mesi,richiestaMediaFreq
ho avuto un episodio di tachicardia la scorsa notte.,inserDatiGener
la mia pressione sanguigna è 135/85.,inserDatiPress
la mia frequenza cardiaca attuale è 68 battiti al minuto.,inserDatiFreq
Posso avere un elenco di tutte le informazioni che ho fornito finora?,richiestaDatGener
Potrei vedere le ultime misurazioni che ho registrato?,richiestaDatTot
Mi piacerebbe esaminare i dati registrati negli ultimi 7 giorni,richiestaDatTot
come una dieta sana può aiutare a gestire il mio peso?,fuoriContMed
Sono molto tranquillo riguardo alla mia pressione alta.,pazienteSereno
come la contraccezione ormonale può influenzare il mio ciclo mestruale?,fuoriContMed
posso registrare la mia frequenza cardiaca di oggi?,richiestaInsDati
quale è la tua band preferita?,fuoriCont
come la razza può influenzare l’ipertensione?,spiegazioni
La mia pressione sanguigna è 130/85.,inserDatiPress
Media pressione oggi,richiestaMediaPress
Ho iniziato a fare esercizio fisico regolarmente.,inserDatiGener
Qual è la mia media di pressione sanguigna delle ultime tre settimane?,richiestaMediaPress
Media pressione,richiestaMediaPress
La mia pressione sanguigna e frequenza cardiaca attuali sono di 140/85 mmHg e 74 bpm.,inserDatiTot
Qual è il tuo periodo storico preferito?,fuoriCont
Qual è la mia media di pressione sanguigna degli ultimi 30 giorni?,richiestaMediaPress
Oggi è freddo e la temperatura è di 10 gradi,fuoriCont
voglio sia i dati sulla pressione che sulla frequenza,richiestaDatTot
Vorrei dare un’occhiata alle ultime letture della frequenza cardiaca che ho inserito negli ultimi sette giorni.,richiestaDatFreq
Qual è la media delle mie misurazioni di quest’anno?,richiestaMediaTot
vorrei registrare la mia ultima frequenza,richiestaInsDati
Mio figlio ha la febbre,fuoriContMed
Voglio un riassunto di tutte le mie statistiche?,richiestaDatTot
La mia ultima lettura della frequenza cardiaca era di 68 bpm.,inserDatiFreq
"alla prossima, assistente! sono entusiasta di continuare a lavorare con te sulla mia ipertensione.",saluti
Vorrei vedere le misurazioni che ho registrato nell’ultimo mese.,richiestaDatTot
Qual è la mia media di frequenza cardiaca degli ultimi sei mesi?,richiestaMediaFreq
Vorrei emmorizzare i miei dati: la pressione sanguigna è 125/80 e la mia frequenza cardiaca è 68.,inserDatiTot
Qual è la mia media di frequenza cardiaca della scorsa settimana?,richiestaMediaFreq
Non ho paura della mia ipertensione.,pazienteSereno
Qual è la mia media di frequenza cardiaca degli ultimi dodici mesi?,richiestaMediaFreq
posso aggiungere i dati della mia pressione sanguigna del prossimo anno?,richiestaInsDati
Sei stato molto preciso,saluti
posso aggiungere i dati della mia pressione sanguigna dell’anno scorso?,richiestaInsDati
"Ue, assistente! Spero tu possa darmi qualche suggerimento su come gestire la mia ipertensione.",saluti
Fammi il resoconto dell'ultima settimana,richiestaDatTot
ti fornisco i dati relativi alle mie ultime misurazioni. Pressione 120/85 e frequenza 80 bpm,inserDatiTot
Qual è la media delle mie misurazioni degli ultimi dodici mesi?,richiestaMediaTot
Pressione misurata è di 135/85 e la mia frequenza cardiaca è 72.,inserDatiTot
Quali sono i fattori di rischio per l’osteoporosi?,fuoriContMed
"vorrei registrare la frequenza, è 80",inserDatiFreq
ho smesso di bere tè nero da due settimane.,inserDatiGener
